"Station Name","MAC Address","Org Name","Start Date","Start Time Zone","End Date","End Time Zone","Transaction Date (Pacific Time)","Total Duration (hh:mm:ss)","Charging Time (hh:mm:ss)","Energy (kWh)","GHG Savings (kg)","Gasoline Savings (gallons)","Port Type","Port Number","Plug Type","EVSE ID","Address 1","Address 2",City,State/Province,"Postal Code",Country,Latitude,Longitude,Currency,Fee,"Ended By","Plug In Event Id","Driver Postal Code","User ID","Start SOC","End SOC",County,"System S/N","Model Number"
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-18 08:18:02",PST,"2019-01-18 11:24:10",PST,"2019-01-18 11:25:26",03:06:08,03:04:10,18.434,7.742,2.314,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,2.030,Customer,3723,94552,3882261,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-18 09:13:05",PST,"2019-01-18 11:22:09",PST,"2019-01-18 11:24:31",02:09:04,02:08:51,4.740,1.991,0.595,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.520,"Plug Out at Vehicle",2095,93422,349725,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-18 08:39:10",PST,"2019-01-18 11:12:57",PST,"2019-01-18 11:14:14",02:33:47,02:02:29,6.374,2.677,0.800,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.700,"Plug Out at Vehicle",1547829541,93432,1297621,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-18 08:31:54",PST,"2019-01-18 11:10:39",PST,"2019-01-18 11:11:44",02:38:45,01:12:34,3.580,1.504,0.449,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.390,"Plug Out at Vehicle",2950,93401,1141501,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-18 07:26:24",PST,"2019-01-18 10:43:14",PST,"2019-01-18 10:44:20",03:16:49,03:16:40,10.707,4.497,1.344,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.180,"Plug Out at Vehicle",3591,93422,2144341,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-18 09:01:23",PST,"2019-01-18 10:38:01",PST,"2019-01-18 10:39:20",01:36:41,01:36:22,11.281,4.738,1.416,"Level 2",1,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.240,Customer,3592,93428,3367961,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-18 08:25:21",PST,"2019-01-18 10:26:21",PST,"2019-01-18 10:30:47",02:01:00,01:56:47,6.168,2.590,0.774,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.680,"Plug Out at Vehicle",2094,93422,497861,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-18 09:18:31",PST,"2019-01-18 09:19:38",PST,"2019-01-18 09:20:17",00:01:06,00:00:00,0.000,0.000,0.000,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.000,"Plug Out at Vehicle",1547831903,93422,3575341,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-18 07:39:47",PST,"2019-01-18 09:06:34",PST,"2019-01-18 09:16:38",01:26:45,01:26:24,3.488,1.465,0.438,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.380,"Plug Out at Vehicle",3722,92009,1782891,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-18 08:01:33",PST,"2019-01-18 09:06:24",PST,"2019-01-18 09:14:53",01:04:51,00:18:55,0.485,0.204,0.061,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.050,"Plug Out at Vehicle",1547827284,93405,1383911,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-18 01:41:38",PST,"2019-01-18 05:28:03",PST,"2019-01-18 05:29:09",03:46:25,02:38:54,9.244,3.882,1.160,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.020,"Plug Out at Vehicle",3590,93405,648859,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-17 17:07:38",PST,"2019-01-17 20:52:01",PST,"2019-01-17 20:52:45",03:44:23,02:04:27,8.676,3.644,1.089,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.950,"Plug Out at Vehicle",3721,93446,323083,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 18:37:00",PST,"2019-01-17 20:33:10",PST,"2019-01-17 20:38:45",01:56:09,01:55:43,6.338,2.662,0.795,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.700,"Plug Out at Vehicle",1547779013,94583,2800441,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-17 20:14:12",PST,"2019-01-17 20:31:32",PST,"2019-01-17 20:32:13",00:17:20,00:08:15,0.137,0.058,0.017,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.020,"Plug Out at Vehicle",4044,93402,502759,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-17 18:08:13",PST,"2019-01-17 18:54:51",PST,"2019-01-17 18:55:33",00:46:38,00:46:30,2.873,1.207,0.361,"Level 2",1,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.320,"Plug Out at Vehicle",3589,95124,508969,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-17 18:21:15",PST,"2019-01-17 18:23:14",PST,"2019-01-17 18:23:24",00:01:59,00:00:00,0.000,0.000,0.000,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.000,Timeout,4043,93402,502759,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-17 16:33:12",PST,"2019-01-17 18:20:21",PST,"2019-01-17 18:22:10",01:47:09,01:12:22,2.503,1.051,0.314,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.280,"Plug Out at Vehicle",4042,93402,502759,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-17 14:49:04",PST,"2019-01-17 18:12:30",PST,"2019-01-17 18:14:09",03:23:25,02:36:03,9.607,4.035,1.206,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,1.060,"Plug Out at Vehicle",4040,93428,459349,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-17 13:57:33",PST,"2019-01-17 17:29:35",PST,"2019-01-17 17:30:56",03:32:02,02:28:19,16.027,6.731,2.011,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.760,"Plug Out at Vehicle",2949,93465,3778861,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 14:55:26",PST,"2019-01-17 17:23:51",PST,"2019-01-17 17:24:44",02:28:25,01:17:11,8.186,3.438,1.027,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.900,"Plug Out at Vehicle",1762,93422,1853321,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-17 15:44:27",PST,"2019-01-17 16:50:43",PST,"2019-01-17 16:51:48",01:06:15,01:06:08,4.091,1.718,0.513,"Level 2",1,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.450,"Plug Out at Vehicle",3588,95124,508969,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-17 15:08:37",PST,"2019-01-17 16:37:30",PST,"2019-01-17 16:38:30",01:28:52,01:28:46,5.720,2.402,0.718,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.630,"Plug Out at Vehicle",3587,93444,381265,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-17 12:59:24",PST,"2019-01-17 16:12:57",PST,"2019-01-17 16:14:16",03:13:33,00:24:56,0.152,0.064,0.019,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.020,"Plug Out at Vehicle",3720,93422,406787,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-17 12:35:24",PST,"2019-01-17 15:34:03",PST,"2019-01-17 15:34:51",02:58:39,02:03:05,6.699,2.813,0.841,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.740,"Plug Out at Vehicle",4039,93401,3867871,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-17 12:58:00",PST,"2019-01-17 15:11:24",PST,"2019-01-17 15:12:25",02:13:27,02:13:00,13.442,5.646,1.687,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.480,"Plug Out at Vehicle",2948,92009,1782891,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-17 11:15:13",PST,"2019-01-17 15:03:06",PST,"2019-01-17 15:04:56",03:47:53,00:20:46,0.845,0.355,0.106,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.090,"Plug Out at Vehicle",3718,93433,827095,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 12:10:01",PST,"2019-01-17 14:53:27",PST,"2019-01-17 14:54:32",02:43:25,02:00:36,6.320,2.654,0.793,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.700,"Plug Out at Vehicle",1760,93465,321157,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-17 07:40:23",PST,"2019-01-17 14:46:01",PST,"2019-01-17 14:46:44",07:05:38,04:05:31,15.194,6.382,1.907,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,20.230,"Plug Out at Vehicle",4037,93422,2872841,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 12:20:25",PST,"2019-01-17 14:38:15",PST,"2019-01-17 14:39:18",02:17:54,02:17:39,3.796,1.594,0.476,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.420,"Plug Out at Vehicle",1761,93402,710899,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-17 11:29:13",PST,"2019-01-17 13:22:56",PST,"2019-01-17 13:24:23",01:53:43,01:10:54,2.367,0.994,0.297,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.260,"Plug Out at Vehicle",3586,93420,379067,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-17 11:34:24",PST,"2019-01-17 13:09:52",PST,"2019-01-17 13:10:50",01:35:30,01:35:12,3.801,1.597,0.477,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.420,"Plug Out at Vehicle",2947,93405,3334181,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-17 11:50:20",PST,"2019-01-17 12:55:58",PST,"2019-01-17 12:58:20",01:05:38,00:27:54,0.201,0.084,0.025,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.020,"Plug Out at Vehicle",3719,93422,406787,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-17 12:04:30",PST,"2019-01-17 12:47:02",PST,"2019-01-17 12:48:00",00:42:31,00:42:16,4.616,1.939,0.579,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.510,"Plug Out at Vehicle",2093,93428,1669191,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-17 08:30:04",PST,"2019-01-17 12:22:06",PST,"2019-01-17 12:23:17",03:52:02,03:27:40,11.163,4.688,1.401,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,1.230,"Plug Out at Vehicle",2092,93422,497861,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 08:33:58",PST,"2019-01-17 12:14:42",PST,"2019-01-17 12:15:32",03:40:44,01:36:02,5.436,2.283,0.682,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.600,"Plug Out at Vehicle",1757,93420,1260731,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 10:57:24",PST,"2019-01-17 12:07:29",PST,"2019-01-17 12:08:16",01:10:04,00:54:48,3.152,1.324,0.396,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.350,"Plug Out at Vehicle",1759,93402,2109131,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-17 09:16:59",PST,"2019-01-17 11:57:43",PST,"2019-01-17 11:58:46",02:40:48,02:40:28,5.918,2.486,0.743,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.650,"Plug Out at Vehicle",2946,93442,711871,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-17 08:33:32",PST,"2019-01-17 11:45:05",PST,"2019-01-17 11:46:14",03:11:33,02:13:47,9.644,4.051,1.210,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,1.060,"Plug Out at Vehicle",4038,93422,406787,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-17 07:58:03",PST,"2019-01-17 11:44:14",PST,"2019-01-17 11:44:57",03:46:16,01:37:39,5.117,2.149,0.642,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.560,"Plug Out at Vehicle",3717,93422,377913,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-17 07:42:46",PST,"2019-01-17 11:28:07",PST,"2019-01-17 11:28:47",03:45:21,03:00:56,11.381,4.780,1.428,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,1.250,"Plug Out at Vehicle",2091,93443,463181,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-17 09:39:48",PST,"2019-01-17 11:13:46",PST,"2019-01-17 11:14:37",01:33:58,01:06:22,2.214,0.930,0.278,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.240,"Plug Out at Vehicle",1547746782,94040,2317461,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-17 08:04:27",PST,"2019-01-17 11:01:05",PST,"2019-01-17 11:02:17",02:56:38,01:51:23,5.808,2.439,0.729,"Level 2",1,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.640,"Plug Out at Vehicle",3585,93422,2144341,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-17 07:58:34",PST,"2019-01-17 11:00:55",PST,"2019-01-17 11:02:14",03:02:21,03:02:08,7.206,3.026,0.904,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.790,"Plug Out at Vehicle",2945,93405,3334181,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-17 07:40:36",PST,"2019-01-17 11:00:16",PST,"2019-01-17 11:02:08",03:19:43,03:19:20,11.760,4.939,1.476,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,1.290,"Plug Out at Vehicle",3716,93433,827095,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 10:07:14",PST,"2019-01-17 10:45:59",PST,"2019-01-17 10:46:42",00:38:45,00:38:37,4.468,1.876,0.561,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.490,"Plug Out at Vehicle",1758,92009,1782891,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 07:51:31",PST,"2019-01-17 10:05:05",PST,"2019-01-17 10:06:31",02:13:34,01:27:58,5.144,2.160,0.646,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.570,"Plug Out at Vehicle",1756,90745,2317491,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-17 07:25:41",PST,"2019-01-17 09:34:56",PST,"2019-01-17 09:35:42",02:09:14,01:38:08,9.719,4.082,1.220,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.070,"Plug Out at Vehicle",1547738735,93446,1183311,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-17 07:42:37",PST,"2019-01-17 09:08:17",PST,"2019-01-17 09:10:13",01:25:39,01:25:30,9.922,4.167,1.245,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.090,"Plug Out at Vehicle",2944,92009,1782891,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 06:07:13",PST,"2019-01-17 08:12:14",PST,"2019-01-17 08:12:57",02:05:01,01:54:07,6.064,2.547,0.761,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.670,"Plug Out at Vehicle",1755,93401,1141501,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-17 03:13:02",PST,"2019-01-17 07:08:28",PST,"2019-01-17 07:09:09",03:55:26,02:45:11,9.537,4.006,1.197,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.050,"Plug Out at Vehicle",3584,93405,648859,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-16 20:06:02",PST,"2019-01-16 22:02:26",PST,"2019-01-16 22:03:08",01:56:26,01:56:08,12.454,5.231,1.563,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,1.370,"Plug Out at Vehicle",1547697957,84020,3430441,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 20:05:29",PST,"2019-01-16 22:00:43",PST,"2019-01-16 22:01:25",01:55:13,01:54:48,13.424,5.638,1.685,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,1.480,"Plug Out at Vehicle",1547697922,93405,1880891,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-16 17:48:15",PST,"2019-01-16 20:55:17",PST,"2019-01-16 20:56:11",03:07:02,01:23:08,4.293,1.803,0.539,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.470,"Plug Out at Vehicle",3583,93449,1035171,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-16 17:01:45",PST,"2019-01-16 20:50:30",PST,"2019-01-16 20:51:33",03:48:44,02:22:49,10.241,4.301,1.285,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.130,"Plug Out at Vehicle",2943,93446,323083,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-16 16:30:28",PST,"2019-01-16 20:36:59",PST,"2019-01-16 20:37:40",04:06:31,03:26:44,11.219,4.712,1.408,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.880,"Plug Out at Vehicle",2942,94618,2627021,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 18:49:45",PST,"2019-01-16 20:14:49",PST,"2019-01-16 20:16:15",01:25:07,01:24:26,4.630,1.945,0.581,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.510,"Plug Out at Vehicle",1547693378,94583,2800441,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-16 15:14:12",PST,"2019-01-16 20:00:34",PST,"2019-01-16 20:01:17",04:46:26,01:39:14,11.406,4.791,1.431,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,5.890,Customer,2089,93428,3367961,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-16 17:10:27",PST,"2019-01-16 19:38:21",PST,"2019-01-16 19:40:09",02:27:54,00:23:39,0.765,0.321,0.096,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.080,"Plug Out at Vehicle",1754,93422,1248301,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-16 18:05:11",PST,"2019-01-16 18:43:15",PST,"2019-01-16 18:44:08",00:38:04,00:37:39,2.253,0.946,0.283,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.250,"Plug Out at Vehicle",3715,93405,3334181,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 14:33:25",PST,"2019-01-16 18:29:54",PST,"2019-01-16 18:30:42",03:56:29,01:30:52,0.082,0.034,0.010,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.010,"Plug Out at Vehicle",4036,93402,710899,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 14:04:15",PST,"2019-01-16 18:01:17",PST,"2019-01-16 18:01:59",03:57:02,01:47:05,11.673,4.903,1.465,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,1.280,"Plug Out at Vehicle",4035,93422,1853321,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-16 15:05:51",PST,"2019-01-16 17:53:27",PST,"2019-01-16 17:54:25",02:47:36,00:00:00,0.000,0.000,0.000,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.000,"Plug Out at Vehicle",3713,93422,2518221,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
